precision,algorithm,n,b,runtime,scheduler,rep
FP64,getrf_nopiv,40000,500,parsec,lfq,3
FP64,potrf,50000,500,starpu,dmdas,4
FP64,getrf_nopiv,50000,500,parsec,lfq,2
FP64,getrf_nopiv,50000,500,parsec,gd,2
FP64,potrf,20000,500,parsec,gd,3
FP64,potrf,50000,500,parsec,lfq,1
FP64,getrf_nopiv,20000,500,parsec,gd,3
FP64,getrf_nopiv,5000,500,parsec,lfq,3
FP64,potrf,50000,500,starpu,dmdas,1
FP64,potrf,20000,500,parsec,gd,1
FP64,getrf_nopiv,40000,500,starpu,dmda,3
FP64,potrf,5000,500,starpu,dmda,5
FP64,getrf_nopiv,50000,500,starpu,dmda,1
FP64,potrf,5000,500,parsec,gd,5
FP64,getrf_nopiv,60000,500,parsec,gd,2
FP64,potrf,10000,500,starpu,dmdas,1
FP64,getrf_nopiv,50000,500,starpu,dmda,2
FP64,potrf,20000,500,starpu,dmdas,5
FP64,potrf,5000,500,starpu,dmda,1
FP64,getrf_nopiv,60000,500,parsec,lfq,3
FP64,potrf,60000,500,starpu,dmdas,3
FP64,potrf,20000,500,starpu,dmdas,1
FP64,potrf,5000,500,starpu,dmdas,5
FP64,potrf,10000,500,starpu,dmdas,3
FP64,potrf,60000,500,starpu,dmdas,1
FP64,getrf_nopiv,10000,500,starpu,dmdas,1
FP64,getrf_nopiv,50000,500,parsec,gd,1
FP64,getrf_nopiv,40000,500,starpu,dmda,4
FP64,potrf,50000,500,starpu,dmda,2
FP64,getrf_nopiv,20000,500,starpu,dmdas,1
FP64,getrf_nopiv,60000,500,starpu,dmdas,1
FP64,getrf_nopiv,5000,500,parsec,lfq,4
FP64,getrf_nopiv,20000,500,starpu,dmdas,2
FP64,potrf,40000,500,starpu,dmda,3
FP64,getrf_nopiv,20000,500,starpu,dmda,5
FP64,potrf,60000,500,starpu,dmda,2
FP64,getrf_nopiv,40000,500,parsec,gd,2
FP64,potrf,50000,500,parsec,lfq,4
FP64,potrf,50000,500,starpu,dmdas,3
FP64,potrf,20000,500,parsec,gd,4
FP64,potrf,40000,500,parsec,lfq,3
FP64,potrf,5000,500,starpu,dmda,2
FP64,potrf,10000,500,starpu,dmda,4
FP64,getrf_nopiv,20000,500,starpu,dmda,1
FP64,getrf_nopiv,40000,500,starpu,dmda,1
FP64,potrf,60000,500,parsec,gd,3
FP64,getrf_nopiv,20000,500,parsec,lfq,2
FP64,getrf_nopiv,40000,500,parsec,gd,3
FP64,getrf_nopiv,50000,500,parsec,lfq,1
FP64,potrf,5000,500,starpu,dmdas,3
FP64,potrf,20000,500,starpu,dmda,5
FP64,potrf,60000,500,parsec,lfq,2
FP64,getrf_nopiv,40000,500,starpu,dmdas,3
FP64,getrf_nopiv,10000,500,starpu,dmdas,2
FP64,getrf_nopiv,60000,500,starpu,dmdas,3
FP64,getrf_nopiv,60000,500,parsec,gd,3
FP64,potrf,10000,500,starpu,dmdas,2
FP64,getrf_nopiv,40000,500,starpu,dmdas,5
FP64,getrf_nopiv,5000,500,parsec,gd,2
FP64,getrf_nopiv,10000,500,parsec,gd,2
FP64,getrf_nopiv,5000,500,parsec,gd,5
FP64,getrf_nopiv,40000,500,starpu,dmdas,4
FP64,getrf_nopiv,50000,500,starpu,dmda,5
FP64,getrf_nopiv,20000,500,starpu,dmdas,3
FP64,potrf,60000,500,parsec,lfq,1
FP64,potrf,40000,500,parsec,gd,1
FP64,potrf,20000,500,starpu,dmdas,4
FP64,getrf_nopiv,60000,500,starpu,dmda,2
FP64,getrf_nopiv,40000,500,parsec,lfq,2
FP64,potrf,5000,500,parsec,gd,2
FP64,potrf,60000,500,parsec,gd,1
FP64,getrf_nopiv,50000,500,starpu,dmdas,4
FP64,getrf_nopiv,10000,500,starpu,dmda,4
FP64,getrf_nopiv,10000,500,parsec,gd,4
FP64,getrf_nopiv,5000,500,starpu,dmda,2
FP64,getrf_nopiv,40000,500,parsec,gd,5
FP64,potrf,60000,500,parsec,gd,5
FP64,getrf_nopiv,10000,500,starpu,dmdas,5
FP64,getrf_nopiv,20000,500,starpu,dmdas,4
FP64,potrf,40000,500,starpu,dmdas,2
