precision,algorithm,n,b,runtime,scheduler,rep
FP64,potrf,30000,1000,parsec,gd,2
FP64,potrf,60000,1000,parsec,lfq,3
FP64,potrf,50000,1000,starpu,dmdas,1
FP64,getrf_nopiv,40000,1000,parsec,lfq,3
FP64,getrf_nopiv,15000,1000,starpu,dmdas,2
FP64,getrf_nopiv,10000,1000,parsec,lfq,1
FP64,getrf_nopiv,10000,1000,starpu,dmdas,2
FP64,getrf_nopiv,10000,1000,parsec,gd,3
FP64,potrf,5000,1000,starpu,dmda,1
FP64,potrf,10000,1000,starpu,dmdas,2
FP64,potrf,15000,1000,parsec,gd,2
FP64,getrf_nopiv,30000,1000,starpu,dmdas,1
FP64,getrf_nopiv,35000,1000,starpu,dmdas,3
FP64,getrf_nopiv,20000,1000,starpu,dmdas,2
FP64,potrf,10000,1000,parsec,lfq,1
FP64,getrf_nopiv,50000,1000,starpu,dmda,1
FP64,getrf_nopiv,15000,1000,parsec,gd,1
FP64,potrf,20000,1000,parsec,gd,3
FP64,potrf,30000,1000,parsec,lfq,2
FP64,potrf,30000,1000,parsec,lfq,1
FP64,getrf_nopiv,20000,1000,parsec,lfq,1
FP64,potrf,15000,1000,parsec,lfq,2
FP64,getrf_nopiv,40000,1000,parsec,lfq,1
FP64,getrf_nopiv,40000,1000,starpu,dmda,2
FP64,getrf_nopiv,20000,1000,starpu,dmdas,3
FP64,getrf_nopiv,60000,1000,parsec,gd,1
FP64,getrf_nopiv,35000,1000,parsec,gd,1
FP64,getrf_nopiv,5000,1000,parsec,gd,3
FP64,getrf_nopiv,5000,1000,starpu,dmda,2
FP64,potrf,50000,1000,parsec,gd,2
FP64,getrf_nopiv,60000,1000,starpu,dmda,2
FP64,getrf_nopiv,25000,1000,parsec,gd,1
FP64,potrf,50000,1000,starpu,dmdas,3
FP64,getrf_nopiv,60000,1000,starpu,dmdas,1
FP64,getrf_nopiv,40000,1000,starpu,dmdas,1
FP64,getrf_nopiv,10000,1000,parsec,gd,2
FP64,potrf,25000,1000,parsec,gd,2
FP64,getrf_nopiv,15000,1000,parsec,lfq,2
FP64,getrf_nopiv,35000,1000,starpu,dmdas,1
FP64,getrf_nopiv,50000,1000,parsec,gd,2
FP64,potrf,60000,1000,starpu,dmdas,3
FP64,getrf_nopiv,40000,1000,parsec,gd,1
FP64,potrf,50000,1000,parsec,lfq,2
FP64,potrf,25000,1000,starpu,dmda,1
FP64,getrf_nopiv,60000,1000,starpu,dmdas,2
FP64,getrf_nopiv,5000,1000,parsec,gd,2
FP64,potrf,60000,1000,starpu,dmdas,2
FP64,potrf,20000,1000,starpu,dmda,3
FP64,potrf,40000,1000,parsec,lfq,1
FP64,potrf,10000,1000,starpu,dmda,1
FP64,potrf,35000,1000,starpu,dmdas,3
FP64,getrf_nopiv,40000,1000,starpu,dmdas,3
FP64,getrf_nopiv,25000,1000,starpu,dmda,3
FP64,potrf,50000,1000,starpu,dmda,2
FP64,potrf,40000,1000,starpu,dmdas,1
FP64,getrf_nopiv,35000,1000,starpu,dmda,1
FP64,getrf_nopiv,60000,1000,parsec,gd,2
FP64,getrf_nopiv,15000,1000,starpu,dmdas,1
FP64,getrf_nopiv,20000,1000,starpu,dmda,1
FP64,potrf,20000,1000,starpu,dmdas,1
FP64,potrf,20000,1000,starpu,dmda,1
FP64,getrf_nopiv,50000,1000,starpu,dmdas,3
FP64,getrf_nopiv,60000,1000,parsec,lfq,3
FP64,potrf,50000,1000,parsec,gd,3
FP64,getrf_nopiv,40000,1000,starpu,dmda,1
FP64,potrf,40000,1000,parsec,gd,3
FP64,potrf,35000,1000,parsec,gd,3
FP64,potrf,25000,1000,starpu,dmda,3
FP64,potrf,15000,1000,starpu,dmda,3
FP64,getrf_nopiv,60000,1000,parsec,lfq,2
