precision,algorithm,n,b,runtime,scheduler,rep
FP64,getrf_nopiv,40000,4000,parsec,lfq,5
FP64,getrf_nopiv,40000,1000,parsec,lfq,5
FP64,getrf_nopiv,40000,2000,starpu,dmdas,4
FP64,getrf_nopiv,40000,1000,parsec,lfq,1
FP64,getrf_nopiv,40000,4000,parsec,gd,1
FP64,getrf_nopiv,40000,4000,parsec,lfq,2
FP64,getrf_nopiv,40000,4000,starpu,dmda,5
FP64,potrf,40000,1000,starpu,dmdas,1
FP64,potrf,40000,2000,parsec,gd,2
FP64,potrf,40000,4000,parsec,lfq,1
FP64,potrf,40000,2000,parsec,gd,1
FP64,getrf_nopiv,40000,4000,starpu,dmdas,3
FP64,potrf,40000,1000,parsec,gd,1
FP64,potrf,40000,1000,starpu,dmda,4
FP64,getrf_nopiv,40000,1000,starpu,dmdas,4
FP64,potrf,40000,4000,starpu,dmda,2
FP64,potrf,40000,1000,starpu,dmdas,3
FP64,potrf,40000,2000,starpu,dmda,1
FP64,getrf_nopiv,40000,1000,starpu,dmda,2
FP64,potrf,40000,4000,starpu,dmdas,4
FP64,potrf,40000,1000,starpu,dmdas,4
FP64,potrf,40000,2000,starpu,dmda,2
FP64,potrf,40000,4000,parsec,gd,3
FP64,getrf_nopiv,40000,4000,parsec,gd,3
FP64,potrf,40000,2000,parsec,gd,3
FP64,getrf_nopiv,40000,4000,parsec,gd,5
FP64,getrf_nopiv,40000,4000,parsec,gd,4
FP64,getrf_nopiv,40000,2000,parsec,lfq,3
FP64,getrf_nopiv,40000,2000,starpu,dmda,4
FP64,getrf_nopiv,40000,2000,starpu,dmda,3
FP64,getrf_nopiv,40000,2000,parsec,lfq,5
FP64,getrf_nopiv,40000,2000,starpu,dmdas,2
FP64,potrf,40000,2000,starpu,dmda,5
FP64,getrf_nopiv,40000,4000,starpu,dmdas,1
FP64,potrf,40000,4000,starpu,dmda,1
FP64,getrf_nopiv,40000,2000,parsec,gd,3
FP64,potrf,40000,4000,parsec,lfq,3
FP64,getrf_nopiv,40000,1000,parsec,gd,1
FP64,potrf,40000,2000,parsec,lfq,2
FP64,getrf_nopiv,40000,4000,starpu,dmda,2
FP64,potrf,40000,2000,starpu,dmdas,3
FP64,getrf_nopiv,40000,1000,starpu,dmda,3
FP64,potrf,40000,4000,parsec,gd,5
FP64,getrf_nopiv,40000,2000,parsec,lfq,1
FP64,potrf,40000,2000,starpu,dmdas,5
FP64,getrf_nopiv,40000,2000,starpu,dmdas,1
FP64,potrf,40000,1000,starpu,dmda,2
FP64,getrf_nopiv,40000,1000,parsec,lfq,4
FP64,potrf,40000,2000,starpu,dmdas,1
FP64,getrf_nopiv,40000,2000,starpu,dmdas,3
FP64,potrf,40000,4000,starpu,dmdas,5
FP64,getrf_nopiv,40000,1000,starpu,dmda,4
FP64,potrf,40000,2000,parsec,lfq,1
FP64,getrf_nopiv,40000,1000,starpu,dmdas,2
FP64,getrf_nopiv,40000,4000,starpu,dmda,1
FP64,potrf,40000,2000,parsec,lfq,5
FP64,getrf_nopiv,40000,4000,starpu,dmdas,5
FP64,getrf_nopiv,40000,2000,parsec,gd,1
FP64,potrf,40000,1000,parsec,gd,3
FP64,potrf,40000,1000,starpu,dmda,1
FP64,potrf,40000,1000,starpu,dmdas,5
FP64,potrf,40000,4000,starpu,dmdas,3
FP64,getrf_nopiv,40000,4000,parsec,lfq,3
FP64,getrf_nopiv,40000,1000,parsec,gd,3
FP64,getrf_nopiv,40000,4000,parsec,lfq,4
FP64,getrf_nopiv,40000,4000,parsec,gd,2
FP64,getrf_nopiv,40000,1000,starpu,dmda,1
FP64,getrf_nopiv,40000,2000,parsec,gd,5
FP64,potrf,40000,4000,starpu,dmdas,1
FP64,getrf_nopiv,40000,1000,parsec,lfq,3
FP64,getrf_nopiv,40000,2000,parsec,lfq,2
FP64,getrf_nopiv,40000,1000,starpu,dmdas,3
FP64,potrf,40000,4000,parsec,lfq,5
FP64,potrf,40000,1000,parsec,lfq,4
FP64,potrf,40000,1000,starpu,dmda,3
FP64,getrf_nopiv,40000,1000,starpu,dmdas,5
FP64,getrf_nopiv,40000,1000,parsec,gd,4
